date,open,close
2010-11-09,11403.59,11346.75
2010-11-08,11439.54,11406.84
2010-11-05,11435.22,11444.08
2010-11-04,11216.65,11434.84
2010-11-03,11184.88,11215.13
2010-11-02,11125.22,11188.72
2010-11-01,11120.3,11124.62
2010-10-29,11120.45,11118.49
2010-10-28,11127.34,11113.95
2010-10-27,11168.4,11126.28
2010-10-26,11163.14,11169.46
2010-10-25,11133.4,11164.05
2010-10-22,11146.41,11132.56
2010-10-21,11105.24,11146.57
2010-10-20,10974.52,11107.97
2010-10-19,11139.6,10978.62
2010-10-18,11062.63,11143.69
2010-10-15,11096.01,11062.78
2010-10-14,11096.99,11094.57
2010-10-13,11022.82,11096.08
2010-10-12,11010.79,11020.4
2010-10-11,11006.93,11010.34
2010-10-08,10948.5,11006.48
2010-10-07,10968.41,10948.58
2010-10-06,10936.79,10967.65
2010-10-05,10752.78,10944.72
2010-10-04,10828.85,10751.27
2010-10-01,10789.72,10829.68
2010-09-30,10836.04,10788.05
2010-09-29,10857.98,10835.28
2010-09-28,10809.17,10858.14
2010-09-27,10860.03,10812.04
2010-09-24,10664.39,10860.26
2010-09-23,10738.48,10662.42
2010-09-22,10761.11,10739.31
2010-09-21,10753.39,10761.03
2010-09-20,10608.08,10753.62
2010-09-17,10595.55,10607.85
2010-09-16,10571.75,10594.83
2010-09-15,10526.42,10572.73
2010-09-14,10544.73,10526.49
2010-09-13,10458.6,10544.13
2010-09-10,10415.01,10462.77
2010-09-09,10388.14,10415.24
2010-09-08,10338.49,10387.01
2010-09-07,10446.8,10340.69
2010-09-03,10321.92,10447.93
2010-09-02,10270.08,10320.1
2010-09-01,10016.01,10269.47
2010-08-31,10006.42,10014.72
2010-08-30,10145.58,10009.73
2010-08-27,9982.18,10150.65
2010-08-26,10059.9,9985.81
2010-08-25,10040.15,10060.06
2010-08-24,10173.05,10040.45
2010-08-23,10215.51,10174.41
2010-08-20,10270.98,10213.62
2010-08-19,10411.15,10271.21
2010-08-18,10398.59,10415.54
2010-08-17,10297.63,10405.85
2010-08-16,10303.07,10302.01
2010-08-13,10320.33,10303.15
2010-08-12,10361.58,10319.95
2010-08-11,10631.82,10378.83
2010-08-10,10696.63,10644.25
2010-08-09,10654.62,10698.75
2010-08-06,10668.55,10653.56
2010-08-05,10679.67,10674.98
2010-08-04,10630.2,10680.43
2010-08-03,10673.92,10636.38
