date,open,close
2022-09-23,3727.14,3693.23
2022-09-22,3782.36,3757.99
2022-09-21,3871.4,3789.93
2022-09-20,3875.23,3855.93
2022-09-19,3849.91,3899.89
2022-09-16,3880.95,3873.33
2022-09-15,3932.41,3901.35
2022-09-14,3940.73,3946.01
2022-09-13,4037.12,3932.69
2022-09-12,4083.67,4110.41
2022-09-09,4022.94,4067.36
2022-09-08,3959.94,4006.18
2022-09-07,3909.43,3979.87
2022-09-06,3930.89,3908.19
2022-09-02,3994.66,3924.26
2022-09-01,3936.73,3966.85
2022-08-31,4000.67,3955.0
2022-08-30,4041.25,3986.16
2022-08-29,4034.58,4030.61
2022-08-26,4198.74,4057.66
2022-08-25,4153.26,4199.12
2022-08-24,4126.55,4140.77
2022-08-23,4133.09,4128.73
2022-08-22,4195.08,4137.99
2022-08-19,4266.31,4228.48
2022-08-18,4273.13,4283.74
2022-08-17,4280.4,4274.04
2022-08-16,4290.46,4305.2
2022-08-15,4269.37,4297.14
2022-08-12,4225.02,4280.15
2022-08-11,4227.4,4207.27
2022-08-10,4181.02,4210.24
2022-08-09,4133.11,4122.47
2022-08-08,4155.93,4140.06
2022-08-05,4115.87,4145.19
2022-08-04,4154.85,4151.94
2022-08-03,4107.96,4155.17
2022-08-02,4104.21,4091.19
2022-08-01,4112.38,4118.63
2022-07-29,4087.33,4130.29
2022-07-28,4026.13,4072.43
2022-07-27,3951.43,4023.61
2022-07-26,3953.22,3921.05
2022-07-25,3965.72,3966.84
2022-07-22,3998.43,3961.63
2022-07-21,3955.47,3998.95
2022-07-20,3935.32,3959.9
2022-07-19,3860.73,3936.69
2022-07-18,3883.79,3830.85
2022-07-15,3818.0,3863.16
2022-07-14,3763.99,3790.38
2022-07-13,3779.67,3801.78
2022-07-12,3851.95,3818.8
2022-07-11,3880.94,3854.43
2022-07-08,3888.26,3899.38
2022-07-07,3858.85,3902.62
2022-07-06,3831.98,3845.08
2022-07-05,3792.61,3831.39
2022-07-01,3781.0,3825.33
2022-06-30,3785.99,3785.38
2022-06-29,3825.09,3818.83
